Iteration 0 | Test Loss = -0.5455
Iteration 3 | Test Loss = -0.9429
Iteration 4 | Test Loss = -0.9714
Iteration 5 | Test Loss = -0.8286
Iteration 6 | Test Loss = -0.8571
Iteration 7 | Test Loss = -0.9714
Iteration 8 | Test Loss = -0.8571
Iteration 9 | Test Loss = -0.7429
Iteration 10 | Test Loss = -0.9429
Iteration 11 | Test Loss = -0.9714
Iteration 12 | Test Loss = -0.8286
Iteration 13 | Test Loss = -0.8571
Iteration 14 | Test Loss = -0.9714
Iteration 15 | Test Loss = -0.9143
Iteration 16 | Test Loss = -0.7714
Iteration 17 | Test Loss = -0.8857
Iteration 18 | Test Loss = -0.9429
Iteration 19 | Test Loss = -0.8857
Result for kernel_classification_foodPoking_foodPoking_5_all_mlp: -0.8857 ± 0.0706
